Day,detector_id,lane,speed,occupancy,volume,District,Road_EN
5,TDS10010,Slow Lane,-1.481312137,4.189252618,1.296767672,Tuen Mun,Kong Sham Western Highway near The Sherwood - Northbound 
5,TDS10011,Fast Lane,-2.643680166,7.029860097,-0.264280631,Tuen Mun,Kong Sham Western Highway Tsing Yick Road - Northbound 
5,TDS10011,Middle Lane,-2.138302762,5.063285689,0.516243521,Tuen Mun,Kong Sham Western Highway near Mai Yuan Wei Lu - Northbound 
5,TDS10011,Slow Lane,-1.784538579,0.146849667,-0.784630065,Tuen Mun,Kong Sham Western Highway near Yick Yuen Road - Northbound (1) 
5,TDS10012,Fast Lane,-2.037227281,0.911628604,0.256068804,Yuen Long,Kong Sham Western Highway near Yick Yuen Road - Northbound (2) 
5,TDS10012,Middle Lane,-1.481312137,0.583866202,0.256068804,Yuen Long,Kong Sham Western Highway near San Sang San Tsuen - Northbound 
5,TDS10013,Fast Lane,-1.835076319,5.281793956,-0.004105914,Yuen Long,Kong Sham Western Highway near Ha Tsuen Road - Northbound 
5,TDS10013,Middle Lane,-0.874859252,3.09671128,0.776418238,Yuen Long,Kong Sham Western Highway near San Wai Sewage Treatment Plant - Northbound 
5,TDS10013,Slow Lane,-0.116793146,0.911628604,-0.524455348,Yuen Long,Kong Sham Western Highway near Helipad - Northbound 
5,TDS20001,Fast Lane,-2.845831127,7.357622499,-0.784630065,Yuen Long,Kong Sham Western Highway near Ngau Hom Shek E&M Plant Room - Northbound 
5,TDS20001,Slow Lane,-2.845831127,7.248368365,-0.524455348,Yuen Long,Shenzhen Bay Bridge - Northbound (1) 
5,TDS20002,Fast Lane,-0.925396992,0.693120336,0.516243521,Yuen Long,Shenzhen Bay Bridge - Northbound (2) 
5,TDS20002,Slow Lane,-1.329698915,0.256103801,-0.264280631,Yuen Long,Shenzhen Bay Bridge - Northbound (3) 
5,TDS20003,Fast Lane,-0.066255406,0.693120336,0.776418238,Yuen Long,Shenzhen Bay Bridge - Northbound (4) 
5,TDS20003,Middle Lane,-0.67270829,2.441186477,1.036592955,Yuen Long,Shenzhen Bay Bridge - Northbound (5) 
5,TDS20003,Middle Lane,-0.521095069,0.693120336,-0.524455348,Yuen Long,Shenzhen Bay Bridge - Northbound (6) 
5,TDS20003,Slow Lane,-0.369481848,2.331932343,1.817117107,Yuen Long,Shenzhen Bay Bridge - Northbound (7) 
5,TDS20004,Fast Lane,-0.066255406,1.130136871,1.036592955,Yuen Long,Shenzhen Bay Bridge - Southbound (1) 
5,TDS20004,Middle Lane,0.64127296,1.020882738,0.256068804,Yuen Long,Shenzhen Bay Bridge - Southbound (2) 
5,TDS20004,Slow Lane,-0.066255406,1.457899273,1.55694239,Yuen Long,Shenzhen Bay Bridge - Southbound (3) 
5,TDS20005,Fast Lane,0.995037143,0.693120336,-0.004105914,Yuen Long,Shenzhen Bay Bridge - Southbound (4) 
5,TDS20005,Middle Lane,0.843423921,1.020882738,1.036592955,Yuen Long,Shenzhen Bay Bridge - Southbound (5) 
5,TDS20005,Slow Lane,0.439121998,1.020882738,1.55694239,Yuen Long,Shenzhen Bay Bridge - Southbound (6) 
5,TDS20006,Fast Lane,-0.066255406,2.987457146,2.857815976,Yuen Long,Shenzhen Bay Bridge - Southbound (7) 
5,TDS20006,Middle Lane,-0.723246031,3.970744351,2.597641258,Yuen Long,Kong Sham Western Highway near Ngau Hom Shek E&M Plant Room - Southbound 
5,TDS20006,Slow Lane,-1.127547954,3.970744351,2.857815976,Yuen Long,Kong Sham Western Highway near Helipad - Southbound 
5,TDS20007,Fast Lane,-0.470557329,1.894915808,2.857815976,Yuen Long,Kong Sham Western Highway near Ha Tsuen Weigh Station - Southbound 
5,TDS20007,Slow Lane,-0.470557329,0.474612069,-0.524455348,Yuen Long,Kong Sham Western Highway near San Wai Sewage Treatment Plant - Southbound 
5,TDS20008,Fast Lane,-0.369481848,1.785661674,2.857815976,Yuen Long,Kong Sham Western Highway near Ha Tsuen Road - Southbound 
5,TDS20008,Slow Lane,-0.57163281,2.331932343,1.817117107,Yuen Long,Kong Sham Western Highway near San Sang San Tsuen - Southbound 
5,TDS20009,Fast Lane,-1.734000838,4.735523287,1.55694239,Yuen Long,Kong Sham Western Highway near Yick Yuen Road - Southbound (1) 
5,TDS20009,Slow Lane,-0.116793146,-0.727183403,-1.3049795,Yuen Long,Kong Sham Western Highway near Yick Yuen Road - Southbound (2) 
5,TDS30001,Fast Lane,0.439121998,1.67640754,3.37816541,Tuen Mun,Kong Sham Western Highway near Mai Yuan Wei Road - Southbound 
5,TDS30001,Middle Lane,-0.066255406,1.239391005,-0.264280631,Tuen Mun,Kong Sham Western Highway near Tsing Yick Road - Southbound 
5,TDS30001,Slow Lane,0.388584258,1.348645139,0.256068804,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Southbound 
5,TDS30002,Fast Lane,0.034820075,1.785661674,3.37816541,Sha Tin,Sha Tin Road near Hong Kong Jockey Club Shatin Staff Quarters - Southbound 
5,TDS30002,Middle Lane,-0.217868627,2.331932343,0.516243521,Sha Tin,Sha Tin Road near New Territories Fire Command Headquarters - Southbound 
5,TDS30002,Slow Lane,-0.167330886,2.113424076,0.516243521,Sha Tin,Sha Tin Road near Prince of Wales Hospital - Southbound 
5,TDS30003,Fast Lane,0.540197479,1.567153407,3.37816541,Sha Tin,Sha Tin Road near Yuen Chau Kok Park - Southbound 
5,TDS30003,Middle Lane,0.338046518,2.441186477,2.337466541,Sha Tin,Sha Tin Road near Tai Chung Kiu Road - Southbound 
5,TDS30003,Slow Lane,0.034820075,0.583866202,-0.264280631,Sha Tin,Sha Tin Road near Sha Tin Wai Road - Southbound 
5,TDS30004,Fast Lane,0.287508777,0.911628604,2.597641258,Sha Tin,Sha Tin Road near Sha Tin Tau - Southbound 
5,TDS30004,Middle Lane,1.348801325,0.80237447,1.296767672,Sha Tin,Sha Tin Road near Pok Hong Estate - Southbound 
5,TDS30004,Slow Lane,-0.116793146,0.583866202,-1.044804782,Sha Tin,Sha Tin Road near Shui Chuen O Estate - Southbound 
5,TDS30005,Fast Lane,0.64127296,0.037595533,0.516243521,Sha Tin,Lion Rock Tunnel Road near Sha Tin Government Primary School - Southbound 
5,TDS30005,Middle Lane,1.348801325,-0.290166868,-0.784630065,Sha Tin,Lion Rock Tunnel Road near Hung Mui Kuk Road - Southbound 
5,TDS30005,Middle Lane,0.64127296,0.037595533,0.516243521,Sha Tin,Lion Rock Tunnel Road near World-wide Gardens - Southbound 
5,TDS30005,Slow Lane,1.449876806,-0.290166868,-0.264280631,Sha Tin,Lion Rock Tunnel Road near Union Hospital - Southbound 
5,TDS30006,Fast Lane,1.95525421,0.365357935,1.296767672,Sha Tin,Tate's Cairn Highway near Hong Kong School of Motoring - Sha Tin - Southbound 
5,TDS30006,Middle Lane,0.843423921,0.365357935,0.516243521,Sha Tin,Tate's Cairn Highway near Shek Mun Riverside Garden - Southbound 
5,TDS30006,Slow Lane,0.439121998,0.583866202,-0.784630065,Sha Tin,Tate's Cairn Highway near Sha Tin Transfer Station - Southbound 
5,TDS30007,Slow Lane,0.843423921,-0.290166868,-0.784630065,Sha Tin,Tate's Cairn Highway near Shek Mun Interchange - Southbound 
5,TDS30008,Fast Lane,1.146650364,-0.508675136,-0.524455348,Sha Tin,Tate's Cairn Highway near Sha Tin Hospital - Southbound (2) 
5,TDS30008,Slow Lane,1.146650364,-0.0716586,-0.264280631,Sha Tin,Tate's Cairn Highway near Sha Tin Hospital - Southbound (1) 
5,TDS90001,Fast Lane,0.590735219,0.911628604,2.077291824,Sha Tin,Tate's Cairn Highway near Ah Kung Kok Fishermen Village - Southbound 
5,TDS90001,Middle Lane,0.085357816,0.474612069,-0.264280631,Sha Tin,Tate's Cairn Highway near Sha Tin Sewage Treatment Works - Southbound 
5,TDS90001,Slow Lane,0.64127296,0.256103801,-0.264280631,Sha Tin,"Tate's Cairn Highway near Hyatt Regency Hong Kong, Sha Tin - Southbound "
5,TDS90002,Fast Lane,0.236971037,0.80237447,1.55694239,Yuen Long,Tsing Long Highway near Ho Pui - Southbound 
5,TDS90002,Middle Lane,0.287508777,0.911628604,0.776418238,Yuen Long,Tsing Long Highway near Pat Heung Depot - Southbound 
5,TDS90002,Middle Lane,-0.167330886,1.020882738,-0.004105914,Yuen Long,Tsing Long Highway near Kam Sheung Road MTR Station - Southbound (1) 
5,TDS90002,Slow Lane,-0.116793146,-0.290166868,-1.3049795,Yuen Long,Tsing Long Highway near Kam Sheung Road MTR Station - Southbound (2) 
5,TDS90003,Fast Lane,-2.441529204,3.752236083,1.296767672,Yuen Long,Tsing Long Highway near Kam Sheung Road MTR Station - Southbound (3) 
5,TDS90003,Middle Lane,-2.492066944,5.718810491,0.776418238,Yuen Long,Tsing Long Highway near Au Tau Treatment Works - Southbound 
5,TDS90003,Slow Lane,-2.643680166,8.668672104,-0.264280631,Yuen Long,Tsing Long Highway near Yuen Long Highway - Southbound (1) 
5,TDS90004,Fast Lane,-2.340453723,4.954031555,1.036592955,Yuen Long,Tsing Long Highway near Yuen Long Highway - Southbound (2) 
5,TDS90004,Middle Lane ,-2.441529204,5.609556358,1.036592955,Yuen Long,Tsing Long Highway near Yuen Long Highway - Southbound (3) 
5,TDS90004,Middle Lane,-2.492066944,5.609556358,0.776418238,Sha Tin,"Tolo Highway near Hyatt Regency Hong Kong, Sha Tin - Southbound "
5,TDS90004,Slow Lane,-1.531849877,0.146849667,-1.3049795,Sha Tin,Tolo Highway near The Hong Kong Jockey Club Stables - Southbound 
5,TDS90005,Fast Lane,-2.896368867,8.122401435,-0.524455348,Sha Tin,Tai Po Road - Sha Tin near Racecourse MTR Station - Southbound 
5,TDS90005,Middle Lane,-2.492066944,6.702097696,0.516243521,Sha Tin,Tai Po Road Sha Tin near Plaza Ascot - Southbound 
5,TDS90005,Slow Lane,-1.380236656,3.424473681,-0.264280631,Sha Tin,Tai Po Road - Sha Tin near Hong Kong Jockey Club Shatin Staff Quarters - Southbound 
5,TDS90010,Fast Lane,0.792886181,0.583866202,0.516243521,Sha Tin,Tai Po Road - Sha Tin near Sha Tin MTR Station - Westbound 
5,TDS90010,Slow Lane,0.792886181,0.256103801,-0.524455348,Sha Tin,Shing Mun Tunnel Road near Hong Kong Heritage Museum - Westbound 
5,TDS90011,Fast Lane,1.753103248,-0.508675136,-0.784630065,Sha Tin,Shing Mun Tunnel Road near Mei Lam Estate - Westbound 
5,TDS90011,Slow Lane,1.399339066,-0.399421002,-0.784630065,Sha Tin,Shing Mun Tunnel Road near May Shing Court - Westbound 
5,TDS90012,Fast Lane,0.489659739,-0.399421002,-0.264280631,Sha Tin,Shing Mun Tunnel Road near Puguangming Temple - Westbound 
5,TDS90012,Slow Lane,0.843423921,-0.61792927,-0.784630065,Sha Tin,Shing Mun Tunnel Road near Shun Shin Chee Kit Yin Koon - Westbound 
5,TDS90013,Fast Lane,1.652027768,-0.399421002,-0.524455348,Tsuen Wan,Tuen Mun Road near Tsuen Wan Road - Westbound 
5,TDS90013,Middle Lane,0.489659739,-0.180912734,-0.004105914,Tsuen Wan,Tuen Mun Road near Yau Kom Tau Village - Westbound 
5,TDS90013,Slow Lane,-0.420019588,-0.290166868,-0.784630065,Tsuen Wan,Tuen Mun Road near Yau Kom Tau Water Treatment Works - Westbound 
5,TDS90014,Fast Lane,-0.521095069,-0.508675136,-0.784630065,Tsuen Wan,Tuen Mun Road near Hanley Villa - Westbound 
5,TDS90014,Middle Lane,0.388584258,0.146849667,0.256068804,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (1) 
5,TDS90014,Slow Lane,-0.066255406,-0.508675136,-0.524455348,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (2) 
5,TDS90015,Fast Lane,4.178914787,-0.727183403,-1.3049795,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (3) 
5,TDS90015,Middle Lane,0.742348441,0.365357935,1.036592955,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (4) 
5,TDS90015,Slow Lane,0.540197479,-0.180912734,-0.004105914,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (5) 
5,TDS90016,Fast Lane,-0.217868627,-0.399421002,-0.524455348,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (1) 
5,TDS90016,Middle Lane,-0.066255406,0.365357935,-0.264280631,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (2) 
5,TDS90016,Middle Lane,-0.268406367,0.80237447,-0.004105914,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (3) 
5,TDS90017,Fast Lane,1.449876806,-0.0716586,0.256068804,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (4) 
5,TDS90017,Middle Lane,0.792886181,1.567153407,1.296767672,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (5) 
5,TDS90017,Slow Lane,1.449876806,0.365357935,-0.784630065,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (6) 
5,TDS90018,Fast Lane,0.893961662,-0.0716586,-0.004105914,Tsuen Wan,Tuen Mun Road near Hong Kong Garden - Westbound (1) 
5,TDS90018,Middle Lane,0.64127296,1.67640754,1.55694239,Tsuen Wan,Tuen Mun Road near Hong Kong Garden - Westbound (2) 
6,TDS10001,Fast Lane,-2.593142425,4.298506752,1.036592955,Tsuen Wan,Tuen Mun Road near Ka Loon Tsuen - Westbound (1) 
6,TDS10001,Middle Lane,-2.643680166,6.920605963,0.516243521,Tuen Mun,Tuen Mun Road near Ka Loon Tsuen - Westbound (2) 
6,TDS10001,Slow Lane,-1.228623435,2.987457146,1.036592955,Tuen Mun,Tuen Mun Road near Tai Lam - Westbound 
6,TDS10002,Fast Lane,0.6918107,-0.180912734,-0.264280631,Tuen Mun,Tuen Mun Road near Tuen Mun Road Bus-Bus Interchange - Westbound (1) 
6,TDS10002,Slow Lane,-0.268406367,0.256103801,-0.264280631,Tuen Mun,Tuen Mun Road near Tuen Mun Road Bus-Bus Interchange - Westbound (2) 
6,TDS10003,Fast Lane,0.085357816,-0.61792927,-1.044804782,Tuen Mun,Tuen Mun Road near Correctional Services Department Married Staff Quarters - Westbound 
6,TDS10003,Slow Lane,0.135895556,0.037595533,0.256068804,Tuen Mun,Tuen Mun Road near Tsing Lam Road - Westbound 
6,TDS10004,Fast Lane,0.792886181,0.146849667,0.256068804,Tuen Mun,Tuen Mun Road near Kwun Fat Street - Westbound 
6,TDS10004,Middle Lane,0.236971037,0.146849667,-0.004105914,Tuen Mun,Tuen Mun Road near Siu Sau Tsuen - Westbound 
6,TDS10005,Fast Lane,0.236971037,-0.180912734,0.256068804,Tuen Mun,Tuen Mun Road near So Kwun Wat Road - Westbound 
6,TDS10005,Slow Lane,1.197188104,-0.399421002,-1.044804782,Tuen Mun,Tuen Mun Road near Harrow International School Hong Kong - Westbound (1) 
6,TDS10006,Fast Lane,0.034820075,0.365357935,0.776418238,Tuen Mun,Tuen Mun Road near Harrow International School Hong Kong- Westbound (2) 
6,TDS10006,Slow Lane,0.135895556,-0.399421002,-0.784630065,Tuen Mun,Tuen Mun Road near Castle Peak Bay Immigration Centre - Westbound 
6,TDS10007,Fast Lane,-0.521095069,1.239391005,1.817117107,Tuen Mun,Tuen Mun Road near Castle Peak Beach - Westbound 
6,TDS10007,Slow Lane,-0.925396992,1.894915808,1.296767672,Tuen Mun,Tuen Mun Road near San Hui Market - Northbound 
6,TDS10010,Fast Lane,-0.723246031,1.239391005,0.516243521,Tuen Mun,Tuen Mun Road near San Hui Playground - Northbound 
6,TDS10010,Slow Lane,-0.57163281,3.205965414,2.337466541,Tuen Mun,Tuen Mun Road near Fung Tei Light Rail Stop - Northbound 
6,TDS10011,Fast Lane,-1.835076319,3.861490217,0.256068804,Tuen Mun,Tuen Mun Road near Siu Hong MTR Station - Northbound (1) 
6,TDS10011,Middle Lane,-0.67270829,1.67640754,1.55694239,Tuen Mun,Tuen Mun Road near Siu Hong MTR Station - Northbound (2) 
6,TDS10011,Slow Lane,-2.138302762,0.256103801,-0.784630065,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Eastbound (1) 
6,TDS10012,Fast Lane,-1.88561406,2.113424076,1.55694239,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Eastbound (2) 
6,TDS10012,Middle Lane,-1.734000838,3.205965414,1.55694239,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Eastbound (3) 
6,TDS10012,Slow Lane,0.236971037,-0.399421002,-0.524455348,Yuen Long,Yuen Long Highway near Tan Kwai Tsuen - Eastbound 
6,TDS10013,Fast Lane,-1.683463098,5.500302224,1.296767672,Yuen Long,Yuen Long Highway near Shui Fu Road - Eastbound 
6,TDS10013,Middle Lane,-1.481312137,3.533727815,1.55694239,Yuen Long,Yuen Long Highway near Hung Tin Road - Eastbound (1) 
6,TDS10013,Slow Lane,0.236971037,-0.399421002,-1.3049795,Yuen Long,Yuen Long Highway near Hung Tin Road - Eastbound (2) 
6,TDS20001,Fast Lane,-0.62217055,-0.508675136,-1.044804782,Yuen Long,Yuen Long Highway near Tong Yan San Tsuen Road - Eastbound 
6,TDS20001,Slow Lane,-0.420019588,0.365357935,-0.004105914,Yuen Long,Yuen Long Highway near Tong Yan San Tsuen Interchange - Eastbound 
6,TDS20002,Fast Lane,-0.015717665,0.037595533,0.516243521,Yuen Long,Yuen Long Highway near Lam Hau Tsuen - Eastbound 
6,TDS20002,Slow Lane,-0.015717665,0.474612069,-0.264280631,Yuen Long,Yuen Long Highway near Kung Um Road - Eastbound 
6,TDS20003,Fast Lane,0.085357816,1.130136871,1.817117107,Yuen Long,Yuen Long Highway near Sham Chung Tsuen - Eastbound 
6,TDS20003,Middle Lane,0.388584258,1.348645139,1.296767672,Yuen Long,Yuen Long Highway near Shap Pat Heung Interchange - Eastbound (1) 
6,TDS20003,Middle Lane ,-0.167330886,0.474612069,-0.784630065,Yuen Long,Yuen Long Highway near Shap Pat Heung Interchange - Eastbound (2) 
6,TDS20003,Slow Lane,0.135895556,1.239391005,0.776418238,Yuen Long,Yuen Long Highway near Pok Oi Interchange - Eastbound (1) 
6,TDS20004,Fast Lane,0.388584258,1.130136871,1.036592955,Yuen Long,Yuen Long Highway near Pok Oi Interchange - Eastbound (2) 
6,TDS20004,Middle Lane,0.135895556,1.239391005,0.516243521,Yuen Long,Yuen Long Highway near Long Fai Road - Eastbound 
6,TDS20004,Slow Lane,-0.015717665,1.239391005,1.817117107,Yuen Long,Yuen Long Highway near Tsing Long Highway - Eastbound 
6,TDS20005,Fast Lane,1.348801325,1.348645139,1.296767672,Yuen Long,San Tin Highway near Sha Po Tsuen - Northbound 
6,TDS20005,Middle Lane,0.6918107,1.239391005,1.036592955,Yuen Long,San Tin Highway near Mo Fan Heung - Northbound 
6,TDS20005,Slow Lane,0.540197479,1.020882738,1.296767672,Yuen Long,San Tin Highway near Pok Wai - Northbound 
6,TDS20006,Fast Lane,0.186433296,2.22267821,2.857815976,Yuen Long,San Tin Highway near Kam Pok Road East - Northbound 
6,TDS20006,Middle Lane,-0.116793146,2.659694745,2.337466541,Yuen Long,San Tin Highway near Fairview Park Boulevard - Northbound 
6,TDS20006,Slow Lane,-0.824321511,2.878203012,1.817117107,Yuen Long,San Tin Highway near Chun Shin Road - Northbound 
6,TDS20007,Fast Lane,-0.369481848,0.80237447,1.817117107,Yuen Long,San Tin Highway near Geranium Path - Northbound 
6,TDS20007,Slow Lane,-0.015717665,1.020882738,0.256068804,Yuen Long,San Tin Highway near Palm Springs Boulevard - Northbound 
6,TDS20008,Fast Lane,-0.066255406,1.567153407,2.337466541,Yuen Long,San Tin Highway near Mai Po San Tsuen - Northbound 
6,TDS20008,Slow Lane,-0.470557329,2.441186477,1.296767672,Yuen Long,San Tin Highway near San Tin Soccer Pitch - Northbound 
6,TDS20009,Fast Lane,-1.835076319,6.920605963,0.776418238,Yuen Long,San Tin Highway near Mai Po Lung - Northbound 
6,TDS20009,Slow Lane,-0.015717665,-0.0716586,-0.264280631,Yuen Long,San Tin Highway near Tsing Lung Tsuen - Northbound 
6,TDS30001,Fast Lane,0.540197479,1.130136871,2.077291824,Yuen Long,San Tin Highway near Man Tin Cheung Park - Northbound 
6,TDS30001,Middle Lane,0.287508777,1.457899273,1.296767672,Yuen Long,Fanling Highway near San Tin Interchange - Eastbound 
6,TDS30001,Slow Lane,0.338046518,1.567153407,-0.264280631,Yuen Long,Fanling Highway near Chau Tau Tsuen - Eastbound (1) 
6,TDS30002,Fast Lane,0.843423921,1.67640754,3.117990693,Yuen Long,Fanling Highway near Chau Tau Tsuen - Eastbound (2) 
6,TDS30002,Middle Lane,-0.066255406,1.67640754,0.776418238,North,Fanling Highway near Kwu Tung - Eastbound (1) 
6,TDS30002,Slow Lane,-0.015717665,0.474612069,-0.264280631,North,Fanling Highway near Kwu Tung - Eastbound (2) 
6,TDS30003,Fast Lane,1.096112623,1.348645139,3.638340127,North,Fanling Highway near Kwu Tung - Eastbound (3) 
6,TDS30003,Middle Lane,0.843423921,1.130136871,1.296767672,North,Fanling Highway near Kwu Tung - Eastbound (4) 
6,TDS30003,Slow Lane,0.6918107,-0.61792927,-1.3049795,Tsuen Wan,Tuen Mun Road near Yau Kom Tau Village - Eastbound 
6,TDS30004,Fast Lane,0.944499402,0.474612069,2.077291824,Tsuen Wan,Tuen Mun Road near Yau Kom Tau No. 2 Fresh Water Service Reservoir - Eastbound 
6,TDS30004,Middle Lane,0.995037143,1.239391005,1.036592955,Tsuen Wan,Tuen Mun Road near Hanley Villa - Eastbound 
6,TDS30004,Slow Lane,0.439121998,1.348645139,-1.044804782,Tsuen Wan,Tuen Mun Road near Ting Kau - Eastbound (1) 
6,TDS30005,Fast Lane,0.893961662,1.348645139,4.418864279,Tsuen Wan,Tuen Mun Road near Ting Kau - Eastbound (2) 
6,TDS30005,Middle Lane,1.601490027,0.474612069,-0.524455348,Tsuen Wan,Tuen Mun Road near Ting Kau - Eastbound (3) 
6,TDS30005,Middle Lane,0.439121998,0.693120336,0.776418238,Tsuen Wan,Tuen Mun Road near Ting Kau - Eastbound (4) 
6,TDS30005,Slow Lane,0.742348441,-0.508675136,-1.3049795,Tsuen Wan,Tuen Mun Road near Ting Kau - Eastbound (5) 
6,TDS30006,Fast Lane,1.449876806,1.348645139,3.37816541,Tsuen Wan,Tuen Mun Road near Sham Tseng - Eastbound (1) 
6,TDS30006,Middle Lane,0.489659739,1.785661674,1.036592955,Tsuen Wan,Tuen Mun Road near Sham Tseng - Eastbound (2) 
6,TDS30006,Slow Lane,0.135895556,0.911628604,-0.784630065,Tsuen Wan,Tuen Mun Road near Sham Tseng - Eastbound (3) 
6,TDS30007,Fast Lane,3.319773201,-0.508675136,-0.524455348,Tsuen Wan,Tuen Mun Road near Sham Tseng - Eastbound (4) 
6,TDS30007,Slow Lane,0.6918107,-0.727183403,-1.044804782,Tsuen Wan,Tuen Mun Road near Sham Tseng - Eastbound (5) 
6,TDS30008,Fast Lane,1.652027768,-0.61792927,-0.784630065,Tsuen Wan,Tuen Mun Road near Sham Tseng - Eastbound (6) 
6,TDS30008,Slow Lane,-0.066255406,-0.290166868,-0.784630065,Tsuen Wan,Tuen Mun Road near Hong Kong Garden - Eastbound (1) 
6,TDS90001,Fast Lane,0.034820075,0.037595533,0.776418238,Tsuen Wan,Tuen Mun Road near Hong Kong Garden - Eastbound (2) 
6,TDS90001,Middle Lane,1.298263585,0.474612069,0.256068804,Tsuen Wan,Tuen Mun Road near Ka Loon Tsuen - Eastbound (1) 
6,TDS90001,Slow Lane,0.085357816,0.583866202,-0.524455348,Tuen Mun,Tuen Mun Road near Ka Loon Tsuen - Eastbound (2) 
6,TDS90002,Fast Lane,0.6918107,0.256103801,0.516243521,Tuen Mun,Tuen Mun Road near Tai Lam - Eastbound 
6,TDS90002,Middle Lane ,0.995037143,0.146849667,-0.264280631,Tuen Mun,Tuen Mun Road near Tuen Mun Road Bus-Bus Interchange - Eastbound (1) 
6,TDS90002,Middle Lane,0.540197479,0.365357935,-0.264280631,Tuen Mun,Tuen Mun Road near Tuen Mun Road Bus-Bus Interchange - Eastbound (2) 
6,TDS90003,Fast Lane,-0.167330886,0.256103801,0.776418238,Tuen Mun,Tuen Mun Road near Correctional Services Department Married Staff Quarters - Eastbound 
6,TDS90003,Middle Lane,-0.369481848,1.67640754,2.337466541,Tuen Mun,Tuen Mun Road near Kwun Fat Street - Eastbound 
6,TDS90003,Slow Lane,-0.217868627,0.911628604,1.036592955,Tuen Mun,Tuen Mun Road near The Aegean - Eastbound 
6,TDS90004,Fast Lane,-0.369481848,0.256103801,1.036592955,Tuen Mun,Tuen Mun Road near Siu Sau Tsuen - Eastbound 
6,TDS90004,Middle Lane,-0.318944108,1.457899273,2.077291824,Tuen Mun,Tuen Mun Road near So Kwun Wat Road - Eastbound 
6,TDS90004,Middle Lane,-0.975934733,0.583866202,1.036592955,Tuen Mun,Tuen Mun Road near Harrow International School Hong Kong - Eastbound (1) 
6,TDS90005,Fast Lane,-2.340453723,5.281793956,0.516243521,Tuen Mun,Tuen Mun Road near Harrow International School Hong Kong - Eastbound (2) 
6,TDS90005,Middle Lane,-2.289915983,5.828064625,0.776418238,Tuen Mun,Tuen Mun Road near Castle Peak Bay Immigration Centre - Eastbound 
6,TDS90005,Slow Lane,-1.380236656,3.970744351,1.296767672,Tuen Mun,Tuen Mun Road near Castle Peak Beach - Eastbound 
6,TDS90010,Fast Lane,1.045574883,0.365357935,0.516243521,Tuen Mun,Tuen Mun Road near Tuen Mun Siu Lun Government Complex - Southbound 
6,TDS90010,Slow Lane,0.489659739,0.365357935,-0.004105914,Tuen Mun,Tuen Mun Road near Chi Lok Fa Yuen - Southbound 
6,TDS90011,Fast Lane,0.843423921,-0.508675136,-0.784630065,Tuen Mun,Tuen Mun Road near San Hui Playground - Southbound 
6,TDS90011,Slow Lane,1.045574883,-0.399421002,-0.524455348,Tuen Mun,Tuen Mun Road near Fung Tei Light Rail Stop - Southbound 
6,TDS90012,Fast Lane,0.995037143,-0.0716586,0.516243521,Tuen Mun,Tuen Mun Road near Siu Hong MTR Station - Souththbound 
6,TDS90012,Slow Lane,0.6918107,-0.61792927,-0.784630065,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Westbound (1) 
6,TDS90013,Fast Lane,0.893961662,-0.0716586,0.256068804,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Westbound (2) 
6,TDS90013,Middle Lane,0.590735219,0.365357935,-0.004105914,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Westbound (3) 
6,TDS90014,Fast Lane,2.157405172,-0.727183403,-1.044804782,Yuen Long,Yuen Long Highway near Shui Fu Road - Westbound 
6,TDS90014,Middle Lane,0.034820075,0.256103801,1.036592955,Yuen Long,Yuen Long Highway near Hung Tin Road - Westbound (1) 
6,TDS90014,Slow Lane,-0.318944108,0.037595533,-0.524455348,Yuen Long,Yuen Long Highway near Hung Tin Road - Westbound (2) 
6,TDS90015,Middle Lane,0.388584258,0.256103801,0.516243521,Yuen Long,Yuen Long Highway near Tong Yan San Tsuen Road - Westbound 
6,TDS90015,Slow Lane,1.90471647,-0.508675136,-1.044804782,Yuen Long,Yuen Long Highway near Tong Yan San Tsuen Interchange - Westbound 
6,TDS90016,Fast Lane,1.247725845,-0.61792927,-1.044804782,Yuen Long,Yuen Long Highway near Lam Hau Tsuen - Westbound 
6,TDS90016,Middle Lane,-0.369481848,0.474612069,-0.004105914,Yuen Long,Yuen Long Highway near Kung Um Road - Westbound 
6,TDS90016,Middle Lane,0.287508777,0.146849667,-0.264280631,Yuen Long,Yuen Long Highway near Sham Chung Village - Westbound 
